year,site,yield_mg_ha,soilp_h,soilk_ppm,soilp_ppm,om_pct,previous_crop,total_gdd,total_prcp,avg_t2m,gdd_early,gdd_mid,gdd_late,prcp_early,prcp_mid,prcp_late,t2m_s6,t2m_s7,t2m_s8,prev_crop_simple
2022,NEH3,12.69789945,,,,,sorghum,1937.885,186.2,22.4255625,558.015,959.635,420.235,66.61,82.72,36.87,26.2270588235294,26.134375,22.0958823529412,Sorghum
2022,WIH1,14.86526706,6.8,188.0,90.0,3.5,soybean,1522.45,546.74,18.6743161764706,442.49,795.48,284.48,155.04,258.06,133.64,22.5705882352941,21.025,19.3058823529412,Soybean
2022,IAH2,8.181137982,5.9,196.0,59.0,3.9,soybean,1722.19,318.6,21.5339625,506.005,849.49,366.695,150.86,118.63,49.11,25.034,24.1966666666667,21.0166666666667,Soybean
2018,TXH1,5.814169183,,,,,,2243.77,366.77,25.3308161764706,426.47,987.565,829.735,161.32,119.28,86.17,30.049375,29.0325,28.99,Other
2018,TXH1,5.794711205,,,,,,2243.77,366.77,25.3308161764706,426.47,987.565,829.735,161.32,119.28,86.17,30.049375,29.0325,28.99,Other
2021,TXH1,9.337946122,7.9,322.0,16.0,2.0,corn,2102.76,625.0,23.6777041666667,427.96,895.97,778.83,81.48,366.21,177.31,24.9725,27.8053333333333,26.5,Corn
2017,NYH2,9.595293565,7.8,53.0,13.0,3.2,soybean,1425.29,627.74,15.8858868421053,509.075,739.975,176.24,242.01,175.6,210.13,15.8773684210526,20.0373684210526,14.74,Soybean
2016,NCH1,9.160763814,5.5,209.0,138.0,2.3,wheat and Double Crop soybean,2033.94,744.35,23.8577416666667,403.205,906.955,723.78,193.99,293.94,256.42,27.156,27.8173333333333,27.6,Soybean
2016,ILH1,12.67078394,6.0,120.0,12.0,3.7,soybean,1883.655,631.28,21.3133345588235,404.57,931.255,547.83,180.33,316.45,134.5,25.51625,24.6229411764706,22.488125,Soybean
2017,MNH1,9.191069777,7.4,130.0,20.0,7.1,,1434.12,597.04,17.8865098039216,416.255,705.815,312.05,193.36,212.56,191.12,19.5152941176471,17.9352941176471,20.2352941176471,Other
2017,TXH1,10.80231584,,,,,,2189.19,499.39,24.461125,481.505,886.635,821.05,174.06,166.95,158.38,25.08125,28.0225,28.593125,Other
2020,MOH1,8.356487048,6.1,100.0,21.0,2.4,soybean,1718.23,475.68,21.9763333333333,605.205,787.655,325.37,172.86,231.72,71.1,24.4042857142857,23.4228571428571,18.375,Soybean
2022,OHH1,11.56682605,6.0,126.0,61.0,4.8,soybean,1544.77,373.24,19.0127333333333,565.645,754.585,224.54,191.0,157.59,24.65,22.5473333333333,20.08,12.72,Soybean
2015,MOH2,8.935188731,7.1,93.5,38.5,1.8,soybean,1872.315,637.01,22.6405666666667,476.23,863.025,533.06,278.56,311.66,46.79,25.8953333333333,24.784,21.9873333333333,Soybean
2018,MNH1,7.731093795,6.5,161.0,28.0,4.8,soybean,1454.81,713.26,16.4432287581699,643.94,743.225,67.645,280.97,323.39,108.9,20.5288235294118,18.6635294117647,9.96555555555556,Soybean
2016,IAH4,10.4739347,6.7,209.0,31.0,,soybean,1789.88,652.69,19.9544052287582,420.62,900.795,468.465,170.15,305.15,177.39,23.5405882352941,22.92,21.3205555555556,Soybean
2016,DEH1,5.717026611,5.7,174.0,157.0,2.3,soybean,1765.525,505.89,22.7890047619048,305.845,798.39,661.29,200.31,233.42,72.16,26.6078571428571,27.7121428571429,27.5821428571429,Soybean
2015,NEH1,11.36518806,,,,,,1624.265,476.75,19.3907389705882,621.285,774.92,228.06,203.07,208.88,64.8,22.836875,19.80625,14.383125,Other
2017,IAH3,14.95063109,6.5,102.0,23.0,3.7,soybean,1785.645,469.65,19.6875424836601,415.845,880.23,489.57,165.9,176.92,126.83,22.6476470588235,21.4772222222222,19.7527777777778,Soybean
2017,DEH1,13.64945731,6.0,120.0,87.0,1.6,corn,1642.535,649.33,22.5398956043956,333.25,801.99,507.295,169.92,238.7,240.71,27.2615384615385,26.1864285714286,23.4023076923077,Corn
2020,NCH1,6.950259217,5.5,182.0,53.0,2.0,wheat/soybean,1779.57,697.28,23.700467032967,356.815,780.375,642.38,200.24,228.94,268.1,26.46,28.0930769230769,27.4584615384615,Soybean
2023,IAH1,10.25500384,5.9,160.0,42.0,4.9,soybean,1748.56,226.21,22.7596047619048,493.895,795.5,459.165,71.25,113.13,41.83,24.4978571428571,25.8821428571429,22.9928571428571,Soybean
2019,DEH1,8.733656939,6.6,125.0,136.0,2.4,soybean,1752.98,411.64,24.3814487179487,398.53,789.33,565.12,129.17,180.77,101.7,28.5091666666667,26.0261538461538,26.4825,Soybean
2018,NEH2,12.71421904,,,,,soybean,1667.895,482.83,22.0242428571429,466.925,737.23,463.74,200.98,203.04,78.81,22.1257142857143,24.0521428571429,21.6871428571429,Soybean
2019,GAH2,10.54127755,5.7,71.0,38.0,1.2,soybean,2080.15,418.23,25.4011,478.19,913.005,688.955,101.79,199.59,116.85,28.3578571428571,28.6093333333333,27.155,Soybean
2016,INH1,3.432346861,6.0,123.0,6.0,2.8,soybean,1707.215,528.37,22.2911619047619,487.265,769.94,450.01,124.49,270.96,132.92,25.4164285714286,23.4921428571429,22.9457142857143,Soybean
2023,DEH1,9.451456066,6.2,192.0,205.0,1.5,soybean,1873.365,522.14,22.8496047619048,399.0,893.72,580.645,138.13,230.53,153.48,25.3933333333333,26.4321428571429,24.322,Soybean
2014,NEH2,9.520858353,,,,,wheat,1722.815,459.62,19.3933692810458,545.08,841.29,336.445,239.41,177.28,42.93,23.6094117647059,18.1429411764706,19.2322222222222,Wheat
2022,IAH1,10.89270128,6.2,197.0,51.0,4.9,soybean,1830.69,329.99,21.9876375,513.605,851.35,465.735,134.87,119.08,76.04,25.7646666666667,23.484,23.6925,Soybean
2019,IAH3,16.85634497,6.1,186.0,45.0,4.1,soybean,1613.9,700.68,18.6488594771242,412.81,851.505,349.585,283.31,161.03,256.34,22.24,19.68,21.6033333333333,Soybean
2016,IAH1,10.82549263,6.8,215.0,110.0,,soybean,1770.625,621.12,20.8214522058824,342.39,884.64,543.595,138.41,337.54,145.17,24.741875,24.0825,22.68375,Soybean
2023,WIH3,11.38882659,5.6,113.0,74.0,0.7,,1590.875,448.1,16.7924357142857,416.0,911.96,262.915,103.2,183.35,161.55,22.237,19.776,18.8795,Other
2016,ILH1,11.49012308,6.0,120.0,12.0,3.7,soybean,1883.655,631.28,21.3133345588235,404.57,931.255,547.83,180.33,316.45,134.5,25.51625,24.6229411764706,22.488125,Soybean
2014,TXH1,11.69156739,,,,,wheat,2183.705,535.24,22.8731241830065,332.385,987.03,864.29,93.83,325.44,115.97,25.6964705882353,27.095,28.2176470588235,Wheat
2021,SCH1,6.400419211,6.25,112.3,103.1,2.76,soybean,2309.175,706.06,23.2062026143791,496.955,1076.08,736.14,130.7,290.07,285.29,26.7164705882353,26.8088888888889,26.5872222222222,Soybean
2021,TXH1,9.528132159,7.9,322.0,16.0,2.0,corn,2102.76,625.0,23.6777041666667,427.96,895.97,778.83,81.48,366.21,177.31,24.9725,27.8053333333333,26.5,Corn
2022,MIH1,11.55992161,6.4,110.0,34.0,2.0,soybean,1501.46,407.59,18.2134080882353,479.72,766.41,255.33,135.59,190.77,81.23,20.5623529411765,20.47125,15.8258823529412,Soybean
2022,IAH4,11.689223,5.9,297.0,77.0,4.8,soybean,1732.935,372.72,20.8942916666667,536.49,872.82,323.625,196.03,119.9,56.79,23.5726666666667,23.680625,20.1473333333333,Soybean
2022,DEH1,13.73168295,6.6,136.0,75.0,1.2,soybean,1955.325,393.8,23.394,384.24,904.94,666.145,121.3,173.15,99.35,27.0173333333333,28.0166666666667,25.7993333333333,Soybean
2021,IAH2,13.14731596,5.7,284.0,57.0,4.3,soybean,1904.735,425.59,21.5546433823529,450.16,896.04,558.535,105.11,209.67,110.81,25.0635294117647,24.9325,23.7905882352941,Soybean
2021,MIH1,12.38280575,7.0,106.0,58.0,2.4,soybean,1653.17,620.43,19.9602316176471,497.08,774.77,381.32,232.06,204.99,183.38,22.554375,23.446875,19.795625,Soybean
2018,IAH2,15.00649431,,,,,,1797.39,785.93,19.6460490196078,577.72,887.855,331.815,278.25,273.99,233.69,23.4516666666667,21.4488235294118,20.8744444444444,Other
2020,NYH2,8.553439303,8.07,48.0,9.0,3.8,soybean,1535.875,380.33,18.2635882352941,542.23,798.195,195.45,122.13,143.54,114.66,21.55,18.7611764705882,14.1747058823529,Soybean
2014,IAH4,8.989608626,,,,,soybean,1508.435,688.19,18.8466507352941,528.93,738.855,240.65,298.97,265.97,123.25,22.759375,20.58,14.695,Soybean
2022,INH1,16.93785549,6.9,160.0,23.0,3.6,corn,1719.02,348.05,21.9506333333333,461.71,796.58,460.73,104.46,151.21,92.38,25.1986666666667,22.9464285714286,23.4773333333333,Corn
2018,ILH1,12.30497384,,,,,soybean,1823.6,486.64,23.3132857142857,528.14,761.405,534.055,154.95,188.55,143.14,22.425,24.2857142857143,23.6571428571429,Soybean
2019,MOH1,8.029355877,7.0,143.0,25.0,3.0,soybean,1924.32,630.55,23.4584714285714,512.125,867.45,544.745,238.25,212.07,180.23,25.32,25.3764285714286,22.802,Soybean
2020,WIH2,10.92786184,6.7,183.0,68.0,4.7,soybean,1359.655,654.25,17.1582794117647,436.535,755.165,167.955,234.25,247.57,172.43,21.3475,20.2652941176471,14.2064705882353,Soybean
2020,GAH2,9.212708227,6.3,109.0,16.0,2.7,soybean,2134.47,516.99,24.4567875,551.705,1003.25,579.515,103.32,212.66,201.01,28.768,27.375,26.6973333333333,Soybean
2017,IAH2,11.36534183,6.2,99.0,26.0,3.9,soybean,1759.1,588.37,19.3471307189542,511.34,882.44,365.32,172.0,198.93,217.44,21.4835294117647,19.5011111111111,22.0433333333333,Soybean
2021,NEH2,7.551578261,5.8,147.0,42.0,3.0,Winter wheat,1824.805,364.03,22.2579625,476.855,855.595,492.355,118.78,153.16,92.09,26.991875,24.6353333333333,23.030625,Wheat
2016,IAH3,11.27289637,6.9,274.0,70.0,,soybean,1719.49,653.68,20.2575514705882,359.955,860.18,499.355,139.27,321.0,193.41,24.2417647058824,23.6425,21.0770588235294,Soybean
2021,GAH2,12.440552,6.1,196.0,57.0,2.5,soybean,2076.65,467.5,24.2674916666667,439.72,933.205,703.725,115.31,219.37,132.82,26.366,27.905,27.538,Soybean
2020,NCH1,5.031868611,5.5,182.0,53.0,2.0,wheat/soybean,1779.57,697.28,23.700467032967,356.815,780.375,642.38,200.24,228.94,268.1,26.46,28.0930769230769,27.4584615384615,Soybean
2023,TXH2,11.63906444,7.8,418.0,37.0,2.2,Sorghum,1891.69,265.52,24.3432285714286,379.975,733.89,777.825,61.22,188.98,15.32,23.476,25.8,31.946,Sorghum
2022,TXH3,8.536402989,8.1,190.0,7.0,2.6,corn,2347.71,233.42,29.0144428571429,596.365,967.06,784.285,83.15,70.0,80.27,32.2914285714286,33.2742857142857,32.83,Corn
2017,GAH1,11.47644061,6.6,95.0,123.0,1.0,corn,2241.45,631.11,24.7849791666667,532.76,956.325,752.365,115.69,348.78,166.64,26.342,26.848125,26.1846666666667,Corn
2021,SCH1,9.904738173,6.25,112.3,103.1,2.76,soybean,2309.175,706.06,23.2062026143791,496.955,1076.08,736.14,130.7,290.07,285.29,26.7164705882353,26.8088888888889,26.5872222222222,Soybean
2020,NEH3,9.131427397,,,,,,1829.785,245.81,19.7003333333333,551.41,946.445,331.93,100.19,133.37,12.25,26.7094444444444,20.72,19.1366666666667,Other
2018,OHH1,11.83672703,,,,,soybean,1788.485,455.04,22.2232571428571,521.07,747.83,519.585,161.13,153.44,140.47,23.1313333333333,22.2364285714286,24.1993333333333,Soybean
2021,ILH1,10.63974758,,,,,,1816.49,617.04,21.3224958333333,417.365,808.195,590.93,169.96,323.63,123.45,24.08875,22.89,25.135625,Other
2023,INH1,12.96177348,7.0,160.0,32.0,4.2,soybean,1798.805,400.25,20.7009080882353,459.11,889.625,450.07,61.76,249.74,88.75,23.891875,23.3170588235294,21.395625,Soybean
2016,NEH1,7.189234173,,,,,,2016.775,526.36,20.6365760233918,608.73,1016.995,391.05,189.84,240.12,96.4,24.1777777777778,21.9110526315789,19.7133333333333,Other
2019,DEH1,13.50046672,6.6,125.0,136.0,2.4,soybean,1752.98,411.64,24.3814487179487,398.53,789.33,565.12,129.17,180.77,101.7,28.5091666666667,26.0261538461538,26.4825,Soybean
2019,IAH4,12.49755715,6.3,177.0,42.0,4.5,soybean,1469.84,486.51,20.4686648351648,487.205,657.045,325.59,133.63,127.82,225.06,21.7961538461538,19.9,22.4369230769231,Soybean
2018,GAH1,10.35980377,,,,,peanut,2087.23,724.4,24.1856,444.905,920.33,721.995,130.99,345.83,247.58,27.2313333333333,26.8166666666667,26.9493333333333,Peanut
2016,IAH1,11.32482345,6.8,215.0,110.0,,soybean,1770.625,621.12,20.8214522058824,342.39,884.64,543.595,138.41,337.54,145.17,24.741875,24.0825,22.68375,Soybean
2014,NYH2,11.91362727,,,,,soybean,1251.49,531.44,14.4453684210526,535.34,628.14,88.01,184.04,227.98,119.42,17.74,14.9084210526316,10.9357894736842,Soybean
2020,TXH1,5.737330401,8.1,285.0,39.0,1.6,,2178.885,487.45,25.0496333333333,492.835,882.15,803.9,144.0,283.96,59.49,27.0766666666667,27.4433333333333,28.525625,Other
2019,IAH4,11.43962138,6.3,177.0,42.0,4.5,soybean,1469.84,486.51,20.4686648351648,487.205,657.045,325.59,133.63,127.82,225.06,21.7961538461538,19.9,22.4369230769231,Soybean
2015,NEH3,7.065647262,6.4,455.0,27.0,2.0,Winter wheat,1637.335,331.19,16.9658888888889,750.67,775.545,111.12,162.98,90.89,77.32,20.2952631578947,14.7166666666667,10.7031578947368,Wheat
2022,NYH3,10.97555461,8.0,45.0,15.0,3.5,soybean,1546.13,447.48,17.8378333333333,481.485,843.105,221.54,133.02,235.42,79.04,20.7838888888889,19.6583333333333,13.6866666666667,Soybean
2019,MOH1,7.082147856,7.0,143.0,25.0,3.0,soybean,1924.32,630.55,23.4584714285714,512.125,867.45,544.745,238.25,212.07,180.23,25.32,25.3764285714286,22.802,Soybean
2016,ONH1,7.974113808,7.2,162.0,98.0,2.8,wheat,1493.235,310.37,18.4651985294118,301.41,794.755,397.07,79.96,149.82,80.59,23.448125,22.628125,20.5335294117647,Wheat
2023,NCH1,6.034512192,5.6,98.0,91.0,0.8,wheat,2125.91,575.4,24.0668708333333,448.755,949.01,728.145,152.33,228.99,194.08,27.63,27.3533333333333,28.586875,Wheat
2016,IAH4,8.283001491,6.7,209.0,31.0,,soybean,1789.88,652.69,19.9544052287582,420.62,900.795,468.465,170.15,305.15,177.39,23.5405882352941,22.92,21.3205555555556,Soybean
2019,MIH1,13.12571804,6.9,128.0,49.0,2.5,corn,1381.325,595.0,16.3676241830065,505.66,750.41,125.255,199.53,161.95,233.52,18.6552941176471,20.1211764705882,14.085,Corn
2017,ARH1,5.389232063,,,,,corn,2064.835,610.31,24.7224761904762,491.145,912.97,660.72,219.71,209.19,181.41,27.764,29.9421428571429,26.9493333333333,Corn
2016,IAH1,9.129088699,6.8,215.0,110.0,,soybean,1770.625,621.12,20.8214522058824,342.39,884.64,543.595,138.41,337.54,145.17,24.741875,24.0825,22.68375,Soybean
2023,DEH1,9.629141778,6.2,192.0,205.0,1.5,soybean,1873.365,522.14,22.8496047619048,399.0,893.72,580.645,138.13,230.53,153.48,25.3933333333333,26.4321428571429,24.322,Soybean
2018,WIH1,11.09732389,7.1,326.0,132.0,4.3,soybean,1524.39,909.08,18.8916102941176,441.31,777.295,305.785,298.25,296.87,313.96,22.985,21.225625,19.5070588235294,Soybean
2022,IAH3,14.90543837,6.6,194.0,47.0,4.8,soybean,1762.965,341.44,20.6382058823529,507.035,876.16,379.77,137.57,157.46,46.41,24.968125,23.100625,21.41625,Soybean
2021,WIH3,10.0359226,6.1,70.0,74.0,1.0,corn,1477.54,562.85,19.0163125,360.045,691.95,425.545,97.61,341.21,124.03,21.880625,21.646875,21.433125,Corn
2022,WIH2,11.7080533,6.8,152.0,56.0,3.9,soybean,1458.71,602.17,15.7396763157895,585.59,752.71,120.41,221.0,272.96,108.21,19.6426315789474,14.6405263157895,8.28894736842105,Soybean
2021,NCH1,8.184276365,6.15,87.5,62.5,1.2,peanut,2089.41,691.18,23.4574875,451.675,935.05,702.685,150.29,397.8,143.09,26.1346666666667,25.423125,26.7913333333333,Peanut
2023,MNH1,10.81976504,7.1,162.0,52.0,4.6,soybean,1701.39,357.13,18.9048366013072,605.87,873.79,221.73,88.67,105.78,162.68,25.7658823529412,19.0827777777778,17.4323529411765,Soybean
2018,IAH2,13.21259433,,,,,,1797.39,785.93,19.6460490196078,577.72,887.855,331.815,278.25,273.99,233.69,23.4516666666667,21.4488235294118,20.8744444444444,Other
2020,INH1,13.92764754,6.6,105.0,15.0,2.9,soybean,1650.835,392.42,21.6063047619048,427.01,763.11,460.715,134.72,205.15,52.55,22.5292857142857,22.9571428571429,24.2714285714286,Soybean
2019,IAH3,9.523478105,6.1,186.0,45.0,4.1,soybean,1613.9,700.68,18.6488594771242,412.81,851.505,349.585,283.31,161.03,256.34,22.24,19.68,21.6033333333333,Soybean
2021,IAH2,10.53367022,5.7,284.0,57.0,4.3,soybean,1904.735,425.59,21.5546433823529,450.16,896.04,558.535,105.11,209.67,110.81,25.0635294117647,24.9325,23.7905882352941,Soybean
2021,IAH1,9.129557461,6.3,182.0,71.0,5.2,soybean,1920.635,484.76,21.0588823529412,475.185,911.38,534.07,139.73,241.5,103.53,24.3523529411765,25.0064705882353,21.91,Soybean
2018,MIH1,11.47016384,6.1,147.0,21.0,2.9,soybean,1452.935,497.7,16.880839869281,568.66,777.405,106.87,110.46,222.84,164.4,21.5723529411765,19.1517647058824,13.6,Soybean
2020,NCH1,6.747196788,5.5,182.0,53.0,2.0,wheat/soybean,1779.57,697.28,23.700467032967,356.815,780.375,642.38,200.24,228.94,268.1,26.46,28.0930769230769,27.4584615384615,Soybean
2021,IAH2,11.63398746,5.7,284.0,57.0,4.3,soybean,1904.735,425.59,21.5546433823529,450.16,896.04,558.535,105.11,209.67,110.81,25.0635294117647,24.9325,23.7905882352941,Soybean
2017,MOH1,3.735303984,6.4,130.0,31.0,1.9,soybean,1940.53,570.92,22.7154583333333,562.09,861.095,517.345,231.53,226.4,112.99,23.149375,22.3646666666667,21.21625,Soybean
2023,IAH3,10.98012239,5.9,187.0,55.0,4.1,soybean,1827.37,280.25,21.703625,510.645,872.825,443.9,75.36,114.37,90.52,24.316875,25.614375,21.735625,Soybean
2014,TXH1,9.292048708,,,,,wheat,2183.705,535.24,22.8731241830065,332.385,987.03,864.29,93.83,325.44,115.97,25.6964705882353,27.095,28.2176470588235,Wheat
2018,NYH3,13.00420567,7.7,57.0,23.0,3.6,soybean,1508.92,789.84,14.5571452380952,635.505,833.545,39.87,165.7,422.31,201.83,20.4495238095238,15.615,6.09571428571429,Soybean
2019,NYH2,13.67205297,7.8,75.0,10.0,3.6,soybean,1396.565,582.62,14.2334904761905,590.29,747.63,58.645,218.29,209.43,154.9,17.7095,14.9805,9.8935,Soybean
2019,DEH1,13.41343054,6.6,125.0,136.0,2.4,soybean,1752.98,411.64,24.3814487179487,398.53,789.33,565.12,129.17,180.77,101.7,28.5091666666667,26.0261538461538,26.4825,Soybean
2017,MOH1,8.791239725,6.4,130.0,31.0,1.9,soybean,1940.53,570.92,22.7154583333333,562.09,861.095,517.345,231.53,226.4,112.99,23.149375,22.3646666666667,21.21625,Soybean
2022,IAH4,13.5151345,5.9,297.0,77.0,4.8,soybean,1732.935,372.72,20.8942916666667,536.49,872.82,323.625,196.03,119.9,56.79,23.5726666666667,23.680625,20.1473333333333,Soybean
2014,IAH1,5.455240602,,,,,soybean,1515.415,669.46,19.3315791666667,514.96,737.51,262.945,258.76,218.53,192.17,21.8225,23.8333333333333,15.9975,Soybean
2020,NEH1,6.980463097,5.3,419.0,9.0,3.9,soybean/pumpkin,1827.015,384.86,20.2048006535948,595.245,939.455,292.315,192.78,155.67,36.41,24.9882352941176,23.6223529411765,17.2294117647059,Soybean
2020,IAH1,9.943281236,6.2,157.0,30.0,5.1,soybean,1670.29,491.21,20.2759227941176,473.685,877.075,319.53,260.78,82.84,147.59,22.835625,24.479375,18.57,Soybean
2020,NEH1,6.715956527,5.3,419.0,9.0,3.9,soybean/pumpkin,1827.015,384.86,20.2048006535948,595.245,939.455,292.315,192.78,155.67,36.41,24.9882352941176,23.6223529411765,17.2294117647059,Soybean
2021,IAH2,9.373096017,5.7,284.0,57.0,4.3,soybean,1904.735,425.59,21.5546433823529,450.16,896.04,558.535,105.11,209.67,110.81,25.0635294117647,24.9325,23.7905882352941,Soybean
2016,NEH4,9.275650133,,,,,,1746.63,449.2,20.951925,670.745,804.65,271.235,160.19,226.32,62.69,22.41125,21.34,15.376875,Other
2023,TXH1,12.4049212,8.1,371.0,32.0,2.4,Sorghum,1920.33,426.12,24.0782761904762,394.255,731.47,794.605,125.72,278.53,21.87,23.6886666666667,25.4821428571429,30.3653333333333,Sorghum
2018,NYH1,7.722306321,,,,,soybean,1464.115,676.6,17.4420522875817,542.11,775.055,146.95,116.44,367.71,192.45,21.6111764705882,19.5876470588235,14.7470588235294,Soybean
2016,NEH4,7.102228178,,,,,,1746.63,449.2,20.951925,670.745,804.65,271.235,160.19,226.32,62.69,22.41125,21.34,15.376875,Other
2019,GAH2,12.97477787,5.7,71.0,38.0,1.2,soybean,2080.15,418.23,25.4011,478.19,913.005,688.955,101.79,199.59,116.85,28.3578571428571,28.6093333333333,27.155,Soybean
2021,WIH2,13.07701617,6.8,152.0,64.0,4.5,soybean,1561.51,450.9,18.8113419117647,529.185,760.17,272.155,153.43,217.16,80.31,23.0788235294118,18.613125,17.59,Soybean
2020,NEH2,9.821311892,,,,,,1764.65,270.2,21.1032977941176,533.68,884.235,346.735,133.43,108.15,28.62,24.64125,25.46625,17.07375,Other
2019,DEH1,9.834317999,6.6,125.0,136.0,2.4,soybean,1752.98,411.64,24.3814487179487,398.53,789.33,565.12,129.17,180.77,101.7,28.5091666666667,26.0261538461538,26.4825,Soybean
2020,OHH1,12.94518156,6.4,187.0,32.0,4.3,soybean,1616.69,369.45,19.3733235294118,616.11,762.945,237.635,84.12,171.99,113.34,23.17875,18.18375,14.520625,Soybean
2017,INH1,11.67102038,,,,,,1659.35,533.7,20.5257875,482.66,737.465,439.225,212.14,215.67,105.89,20.872,19.996875,18.1273333333333,Other
2023,IAH1,11.19808256,5.9,160.0,42.0,4.9,soybean,1748.56,226.21,22.7596047619048,493.895,795.5,459.165,71.25,113.13,41.83,24.4978571428571,25.8821428571429,22.9928571428571,Soybean
2019,GEH1,15.29054187,6.7,265.0,89.0,3.4,wheat,1109.28,408.31,14.6293526315789,376.425,623.815,109.04,135.32,101.29,171.7,19.8294736842105,13.2410526315789,11.2978947368421,Wheat
2018,NYH1,10.58388435,,,,,soybean,1464.115,676.6,17.4420522875817,542.11,775.055,146.95,116.44,367.71,192.45,21.6111764705882,19.5876470588235,14.7470588235294,Soybean
2018,IAH2,10.92910653,,,,,,1797.39,785.93,19.6460490196078,577.72,887.855,331.815,278.25,273.99,233.69,23.4516666666667,21.4488235294118,20.8744444444444,Other
2022,IAH4,15.05043168,5.9,297.0,77.0,4.8,soybean,1732.935,372.72,20.8942916666667,536.49,872.82,323.625,196.03,119.9,56.79,23.5726666666667,23.680625,20.1473333333333,Soybean
2021,IAH2,7.784446314,5.7,284.0,57.0,4.3,soybean,1904.735,425.59,21.5546433823529,450.16,896.04,558.535,105.11,209.67,110.81,25.0635294117647,24.9325,23.7905882352941,Soybean
2023,WIH1,11.39994351,7.1,124.0,91.0,4.1,soybean,1652.925,402.19,19.1735816993464,413.405,853.235,386.285,55.58,196.27,150.34,22.57,22.3488235294118,19.5405555555556,Soybean
2021,TXH2,4.270084524,7.8,311.0,15.0,2.1,corn,2036.31,465.09,23.5748125,405.435,870.3,760.575,58.12,275.14,131.83,24.272,28.645,27.2006666666667,Corn
2023,MOH1,6.931130775,7.0,136.0,28.0,3.1,soybean,2053.595,381.48,22.5107095588235,697.785,934.75,421.06,70.75,228.83,81.9,25.280625,21.7847058823529,23.2835294117647,Soybean
2023,OHH1,13.40254405,7.6,128.0,41.0,5.3,soybean,1692.55,414.07,17.5548631578947,622.0,884.575,185.975,158.44,154.02,101.61,20.7973684210526,18.8021052631579,12.19,Soybean
2014,NYH2,12.14730404,,,,,soybean,1251.49,531.44,14.4453684210526,535.34,628.14,88.01,184.04,227.98,119.42,17.74,14.9084210526316,10.9357894736842,Soybean
2021,IAH4,6.770748459,5.9,239.0,52.0,3.0,soybean,2015.555,490.76,20.4289473684211,549.255,1056.04,410.26,120.52,214.41,155.83,24.7321052631579,23.9136842105263,20.1278947368421,Soybean
2018,DEH1,1.519605267,,,,,corn,1921.105,690.46,23.7707857142857,440.675,825.95,654.48,275.27,225.11,190.08,24.96,25.8385714285714,25.9242857142857,Corn
2022,DEH1,13.05630284,6.6,136.0,75.0,1.2,soybean,1955.325,393.8,23.394,384.24,904.94,666.145,121.3,173.15,99.35,27.0173333333333,28.0166666666667,25.7993333333333,Soybean
2017,ARH2,8.624277725,,,,,corn,1962.755,609.49,24.1588619047619,477.25,886.755,598.75,225.2,189.53,194.76,28.1271428571429,28.0,25.7693333333333,Corn
2016,IAH2,10.84288447,5.9,159.0,42.0,,soybean,1695.22,656.65,19.6703529411765,370.655,863.03,461.535,193.74,248.49,214.42,24.1788235294118,22.4488235294118,21.5129411764706,Soybean
2019,NEH2,11.55127278,6.8,702.0,40.0,2.7,,1622.05,597.89,17.307485380117,521.54,916.555,183.955,352.14,206.28,39.47,21.375,22.2738888888889,15.4177777777778,Other
2017,MOH1,11.25612609,6.4,130.0,31.0,1.9,soybean,1940.53,570.92,22.7154583333333,562.09,861.095,517.345,231.53,226.4,112.99,23.149375,22.3646666666667,21.21625,Soybean
2014,NCH1,8.203862671,,,,,wheat/double crop soybean,2162.33,742.03,23.3663786764706,578.34,978.515,605.475,175.84,373.26,192.93,24.736875,24.2682352941176,25.7125,Soybean
2022,MIH1,11.60009291,6.4,110.0,34.0,2.0,soybean,1501.46,407.59,18.2134080882353,479.72,766.41,255.33,135.59,190.77,81.23,20.5623529411765,20.47125,15.8258823529412,Soybean
2015,ONH1,12.4471023,,,,,wheat,1342.15,401.48,17.3254448529412,318.415,642.6,381.135,145.72,161.92,93.84,21.565625,20.4611764705882,20.8011764705882,Wheat
2023,TXH3,5.246289229,8.1,442.0,36.0,2.4,Sorghum,1959.42,301.85,28.0104807692308,438.915,825.155,695.35,226.04,74.76,1.05,31.0233333333333,30.9523076923077,33.7341666666667,Sorghum
2023,NYH2,6.013883396,7.9,55.0,13.0,3.1,soybean,1461.5,513.21,16.9851666666667,442.65,808.13,210.72,163.16,254.32,95.73,20.2233333333333,19.6011111111111,15.44,Soybean
2016,ILH1,11.20091645,6.0,120.0,12.0,3.7,soybean,1883.655,631.28,21.3133345588235,404.57,931.255,547.83,180.33,316.45,134.5,25.51625,24.6229411764706,22.488125,Soybean
2022,WIH2,13.22640322,6.8,152.0,56.0,3.9,soybean,1458.71,602.17,15.7396763157895,585.59,752.71,120.41,221.0,272.96,108.21,19.6426315789474,14.6405263157895,8.28894736842105,Soybean
2020,GAH2,11.51460256,6.3,109.0,16.0,2.7,soybean,2134.47,516.99,24.4567875,551.705,1003.25,579.515,103.32,212.66,201.01,28.768,27.375,26.6973333333333,Soybean
2017,WIH2,11.88519539,6.9,201.0,47.0,3.2,soybean,1364.205,602.95,16.8051666666667,415.27,654.34,294.595,243.49,213.32,146.14,18.8361111111111,16.0972222222222,19.37,Soybean
